1000567482,INBOUND,Hardy,LightTree,Hardy - Salina,LT-1,,2021-07-08T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,2021-07-16T00:00:00,2021-07-18T00:00:00,56,EA,1344.00,USD,1,,,http://lighttree.com/1000567482
1000567486,INBOUND,McGrey,LightTree,McGrey - Mt Sterling,LT-1,,2021-07-15T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,2021-07-22T00:00:00,,44,EA,56760.00,USD,1,,,http://lighttree.com/1000567486
1000567494,INBOUND,Ripley,LightTree,Ripley - Trenton,LT-1,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,43400.00,USD,1,,,http://lighttree.com/1000567494
1000567497,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-1,,2021-07-15T00:00:00,2021-07-22T00:00:00,2021-07-26T00:00:00,2021-07-21T00:00:00,,44,EA,132.00,USD,1,,,http://lighttree.com/1000567497
1000567500,INBOUND,McGrey,LightTree,McGrey - Mt Sterling,LT-1,,2021-07-08T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,56,EA,66080.00,USD,1,,,http://lighttree.com/1000567500
1000066000,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,1400,EA,226800.00,USD,4,,,http://lighttree.com/100055000
1000066001,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,1400,EA,226800.00,USD,4,,,http://lighttree.com/100055001
1000066002,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,1400,EA,226800.00,USD,4,,,http://lighttree.com/100055002
1000066003,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-04T00:00:00,2021-09-07T00:00:00,1400,EA,226800.00,USD,4,,,http://lighttree.com/100055003
1000066004,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-09T00:00:00,2021-09-12T00:00:00,1400,EA,226800.00,USD,4,,,http://lighttree.com/100055004
1000066005,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,1400,EA,226800.00,USD,4,,,http://lighttree.com/100055005
1000066006,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,2021-08-04T00:00:00,2021-08-07T00:00:00,1400,EA,109900.00,USD,4,,,http://lighttree.com/100055006
1000066007,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,2021-08-14T00:00:00,2021-08-17T00:00:00,1400,EA,109900.00,USD,4,,,http://lighttree.com/100055007
1000066008,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,2021-08-24T00:00:00,2021-08-27T00:00:00,1400,EA,109900.00,USD,4,,,http://lighttree.com/100055008
1000066009,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-03T00:00:00,2021-09-06T00:00:00,2021-09-04T00:00:00,2021-09-07T00:00:00,1400,EA,109900.00,USD,4,,,http://lighttree.com/100055009
1000066010,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,2021-09-13T00:00:00,2021-09-16T00:00:00,1400,EA,109900.00,USD,4,,,http://lighttree.com/100055010
1000066011,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-07-01T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,2021-09-23T00:00:00,2021-09-26T00:00:00,1400,EA,109900.00,USD,4,,,http://lighttree.com/100055011
1000567200,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,960.00,USD,1,,,http://lighttree.com/1000567200
1000567204,INBOUND,Alumi-lux,LightTree,Alumi-lux - Nashua,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,56420.00,USD,1,,,http://lighttree.com/1000567204
1000567205,INBOUND,Alumi-lux,LightTree,Alumi-lux - Nashua,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,145600.00,USD,1,,,http://lighttree.com/1000567205
1000567207,INBOUND,EM,LightTree,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,2356.00,USD,1,,,http://lighttree.com/1000567207
1000567209,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,1600.00,USD,1,,,http://lighttree.com/1000567209
1000567210,INBOUND,McGrey,LightTree,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,316800.00,USD,1,,,http://lighttree.com/1000567210
1000567218,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,51088.00,USD,1,,,http://lighttree.com/1000567218
1000567227,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,960.00,USD,1,,,http://lighttree.com/1000567227
1000567228,INBOUND,Amos,LightTree,Amos - Philadelphia,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,17600.00,USD,1,,,http://lighttree.com/1000567228
1000567230,INBOUND,SilverOptics,LightTree,SilverOptics - Dover,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-24T00:00:00,2021-06-28T00:00:00,124,EA,13392.00,USD,1,,,http://lighttree.com/1000567230
1000567231,INBOUND,LightLens,LightTree,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,64960.00,USD,1,,,http://lighttree.com/1000567231
1000567232,INBOUND,Gemini,LightTree,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,15128.00,USD,1,,,http://lighttree.com/1000567232
1000567238,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-30T00:00:00,2021-07-04T00:00:00,124,EA,372.00,USD,1,,,http://lighttree.com/1000567238
1000567242,INBOUND,Luminar,LightTree,Luminar - Palm Beach Gardens,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,117800.00,USD,1,,,http://lighttree.com/1000567242
1000567256,INBOUND,Flexilux,LightTree,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,1769600.00,USD,1,,,http://lighttree.com/1000567256
1000567257,INBOUND,Flexilux,LightTree,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,569408.00,USD,1,,,http://lighttree.com/1000567257
1000567259,INBOUND,RLP,LightTree,RLP - Troy,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,60480.00,USD,1,,,http://lighttree.com/1000567259
1000567261,INBOUND,Alumi-lux,LightTree,Alumi-lux - Nashua,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,145600.00,USD,1,,,http://lighttree.com/1000567261
1000567266,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,320,EA,16000.00,USD,1,,,http://lighttree.com/1000567266
1000567274,INBOUND,LightLens,LightTree,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,64960.00,USD,1,,,http://lighttree.com/1000567274
1000567276,INBOUND,Flexilux,LightTree,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,1769600.00,USD,1,,,http://lighttree.com/1000567276
1000567278,INBOUND,Brewers,LightTree,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,411840.00,USD,1,,,http://lighttree.com/1000567278
1000567279,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,372.00,USD,1,,,http://lighttree.com/1000567279
1000567283,INBOUND,Gemini,LightTree,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-07-01T00:00:00,320,EA,39040.00,USD,1,,,http://lighttree.com/1000567283
1000567291,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,16000.00,USD,1,,,http://lighttree.com/1000567291
1000567292,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,312320.00,USD,1,,,http://lighttree.com/1000567292
1000567295,INBOUND,Hardy,LightTree,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,7680.00,USD,1,,,http://lighttree.com/1000567295
1000567296,INBOUND,Thermal,LightTree,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,6820.00,USD,1,,,http://lighttree.com/1000567296
1000567308,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,372.00,USD,1,,,http://lighttree.com/1000567308
1000567312,INBOUND,EM,LightTree,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,2356.00,USD,1,,,http://lighttree.com/1000567312
1000567314,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,121024.00,USD,1,,,http://lighttree.com/1000567314
1000567315,INBOUND,SilverOptics,LightTree,SilverOptics - Dover,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,34560.00,USD,1,,,http://lighttree.com/1000567315
1000567319,INBOUND,Gemini,LightTree,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,39040.00,USD,1,,,http://lighttree.com/1000567319
1000567321,INBOUND,Brewers,LightTree,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,411840.00,USD,1,,,http://lighttree.com/1000567321
1000567327,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,135040.00,USD,1,,,http://lighttree.com/1000567327
1000567336,INBOUND,McGrey,LightTree,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,180048.00,USD,1,,,http://lighttree.com/1000567336
1000567346,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,960.00,USD,1,,,http://lighttree.com/1000567346
1000567351,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,121024.00,USD,1,,,http://lighttree.com/1000567351
1000567364,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,135040.00,USD,1,,,http://lighttree.com/1000567364
1000567374,INBOUND,EM,LightTree,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,6080.00,USD,1,,,http://lighttree.com/1000567374
1000567376,INBOUND,Ripley,LightTree,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,112000.00,USD,1,,,http://lighttree.com/1000567376
1000567378,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,620.00,USD,1,,,http://lighttree.com/1000567378
1000567383,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,124,EA,372.00,USD,1,,,http://lighttree.com/1000567383
1000567387,INBOUND,Hardy,LightTree,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,2976.00,USD,1,,,http://lighttree.com/1000567387
1000567392,INBOUND,Gemini,LightTree,Gemini - Dallas,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,15128.00,USD,1,,,http://lighttree.com/1000567392
1000567397,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,52328.00,USD,1,,,http://lighttree.com/1000567397
1000567399,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,131840.00,USD,1,,,http://lighttree.com/1000567399
1000567405,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,960.00,USD,1,,,http://lighttree.com/1000567405
1000567415,INBOUND,RLP,LightTree,RLP - Troy,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,60480.00,USD,1,,,http://lighttree.com/1000567415
1000567416,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,1600.00,USD,1,,,http://lighttree.com/1000567416
1000567417,INBOUND,Hardy,LightTree,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,2976.00,USD,1,,,http://lighttree.com/1000567417
1000567419,INBOUND,LightLens,LightTree,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,25172.00,USD,1,,,http://lighttree.com/1000567419
1000567423,INBOUND,Ripley,LightTree,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,43400.00,USD,1,,,http://lighttree.com/1000567423
1000567424,INBOUND,Brewers,LightTree,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,159588.00,USD,1,,,http://lighttree.com/1000567424
1000567425,INBOUND,SilverOptics,LightTree,SilverOptics - Dover,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,34560.00,USD,1,,,http://lighttree.com/1000567425
1000567428,INBOUND,Interalloy,LightTree,Interalloy - Bozeman,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,620.00,USD,1,,,http://lighttree.com/1000567428
1000567430,INBOUND,Ripley,LightTree,Ripley - Trenton,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,112000.00,USD,1,,,http://lighttree.com/1000567430
1000567438,INBOUND,LightLens,LightTree,LightLens - Ipswich ,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,25172.00,USD,1,,,http://lighttree.com/1000567438
1000567442,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,6200.00,USD,1,,,http://lighttree.com/1000567442
1000567449,INBOUND,Amos,LightTree,Amos - Philadelphia,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,6820.00,USD,1,,,http://lighttree.com/1000567449
1000567451,INBOUND,Amos,LightTree,Amos - Philadelphia,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,17600.00,USD,1,,,http://lighttree.com/1000567451
1000567459,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,51088.00,USD,1,,,http://lighttree.com/1000567459
1000567461,INBOUND,Thermal,LightTree,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,17600.00,USD,1,,,http://lighttree.com/1000567461
1000567464,INBOUND,Thermal,LightTree,Thermal - Cincinnati,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,17600.00,USD,1,,,http://lighttree.com/1000567464
1000567468,INBOUND,Mueller,LightTree,Mueller - Pittsburgh,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,131840.00,USD,1,,,http://lighttree.com/1000567468
1000567473,INBOUND,McGrey,LightTree,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,180048.00,USD,1,,,http://lighttree.com/1000567473
1000567476,INBOUND,EM,LightTree,EM - Hemphill,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,6080.00,USD,1,,,http://lighttree.com/1000567476
1000567477,INBOUND,Hardy,LightTree,Hardy - Salina,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,7680.00,USD,1,,,http://lighttree.com/1000567477
1000567478,INBOUND,Total Source,LightTree,Total Source - Waukesha,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,312320.00,USD,1,,,http://lighttree.com/1000567478
1000567481,INBOUND,McGrey,LightTree,McGrey - Mt Sterling,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,320,EA,316800.00,USD,1,,,http://lighttree.com/1000567481
1000567483,INBOUND,Brewers,LightTree,Brewers - Phoenix,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,159588.00,USD,1,,,http://lighttree.com/1000567483
1000567484,INBOUND,Flexilux,LightTree,Flexilux - Worcester,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,569408.00,USD,1,,,http://lighttree.com/1000567484
1000567490,INBOUND,Luminar,LightTree,Luminar - Palm Beach Gardens,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,117800.00,USD,1,,,http://lighttree.com/1000567490
1000567495,INBOUND,F & M,LightTree,F & M - Columbus,LT-2,,2021-06-16T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,124,EA,6200.00,USD,1,,,http://lighttree.com/1000567495
100044333,OUTBOUND,LightTree,MAHD,LT-2,MAHD - Boston,,2021-06-30T00:00:00,2021-07-30T00:00:00,2021-08-02T00:00:00,2021-07-30T00:00:00,2021-08-02T00:00:00,132,EA,165000.00,USD,3,,,http://lighttree.com/100044333
100044334,OUTBOUND,LightTree,MAHD,LT-2,MAHD - Boston,,2021-06-30T00:00:00,2021-07-30T00:00:00,2021-08-02T00:00:00,2021-07-30T00:00:00,2021-08-02T00:00:00,66,EA,82500.00,USD,3,,,http://lighttree.com/100044334
100044338,OUTBOUND,LightTree,NYDOT,LT-1,NYDOT - New Rochelle,,2021-06-15T00:00:00,2021-07-30T00:00:00,2021-08-03T00:00:00,2021-07-30T00:00:00,2021-08-02T00:00:00,512,EA,640000.00,USD,3,,,http://lighttree.com/100044338
100044339,OUTBOUND,LightTree,NYDOT,LT-1,NYDOT - New Rochelle,,2021-06-15T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,124,EA,155000.00,USD,3,,,http://lighttree.com/100044339
100044340,OUTBOUND,LightTree,NYDOT,LT-1,NYDOT - New Rochelle,,2021-06-15T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,2021-07-15T00:00:00,2021-07-19T00:00:00,37,EA,46250.00,USD,3,,,http://lighttree.com/100044340
100044341,OUTBOUND,LightTree,NYDOT,LT-1,NYDOT - New Rochelle,,2021-06-15T00:00:00,2021-07-07T00:00:00,2021-07-11T00:00:00,2021-07-07T00:00:00,2021-07-11T00:00:00,320,EA,400000.00,USD,3,,,http://lighttree.com/100044341
100044342,OUTBOUND,LightTree,NYDOT,LT-1,NYDOT - New Rochelle,,2021-06-15T00:00:00,2021-07-07T00:00:00,2021-07-11T00:00:00,2021-07-07T00:00:00,2021-07-11T00:00:00,320,EA,400000.00,USD,3,,,http://lighttree.com/100044342
100044328,OUTBOUND,LightTree,QPWD,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,56,EA,70000.00,USD,3,,,http://lighttree.com/100044328
100044329,OUTBOUND,LightTree,QPWD,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,2021-07-29T00:00:00,2021-08-04T00:00:00,320,EA,400000.00,USD,3,,,http://lighttree.com/100044329
100044330,OUTBOUND,LightTree,QPWD,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,12,EA,15000.00,USD,3,,,http://lighttree.com/100044330
100044331,OUTBOUND,LightTree,QPWD,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-04T00:00:00,2021-08-12T00:00:00,2021-08-06T00:00:00,2021-08-12T00:00:00,960,EA,1200000.00,USD,3,,,http://lighttree.com/100044331
100044332,OUTBOUND,LightTree,QPWD,LT-2,QPWD - Ville de Qu�bec,,2021-07-07T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,2021-08-21T00:00:00,2021-08-27T00:00:00,56,EA,70000.00,USD,3,,,http://lighttree.com/100044332
